nname,mins,club_yc90,club_g90,club_a90
andrey ivlev,3116,0.2888,0.0,0.0866
andrey kozhukhar,3165,0.0853,0.0,0.0
andrey langovich,4010,0.2469,0.0449,0.1571
andrey lunev,4310,0.0418,0.0,0.0
andrey malykh,1530,0.4118,0.0,0.0588
andrey mendel,1077,0.585,0.0836,0.0
andrey mostovoy,4114,0.0656,0.4157,0.2844
andrey santos,6244,0.2739,0.2018,0.1297
andrey semenov,630,0.2857,0.1429,0.0
andri fannar baldursson,3100,0.3484,0.029,0.0581
andri gudjohnsen,2005,0.0898,0.2693,0.0449
andrian kraev,1668,0.4856,0.054,0.0
andrias edmundsson,1320,0.2045,0.0,0.0
andries noppert,2395,0.0376,0.0,0.0
andrija bulatovic,753,0.239,0.0,0.4781
andrija janjic,1564,0.3453,0.1151,0.0
andrija majdevac,1036,0.1737,0.3475,0.0869
andrija maksimovic,526,0.3422,0.0,0.0
andrija zivkovic,6268,0.2441,0.2728,0.4164
andriy batsula,2925,0.0923,0.0308,0.1231
andriy boryachuk,1096,0.0821,0.1642,0.0821
andriy kitela,2025,0.4889,0.0,0.1333
andriy klishchuk,3330,0.0541,0.0,0.0
andriy kulakov,1126,0.0799,0.0799,0.0799
andriy lipovuz,699,0.2575,0.0,0.2575
andriy lomnytskyi,556,0.0,0.0,0.0
andriy lunin,4395,0.041,0.0,0.0205
andriy matkevych,558,0.3226,0.0,0.1613
andriy ponedelnik,5159,0.1221,0.0349,0.0349
andriy savenkov,1500,0.3,0.0,0.06
andriy shtogrin,1302,0.0691,0.2074,0.2074
andriy spivakov,568,0.3169,0.0,0.1585
andriy storchous,2027,0.0444,0.5328,0.0444
andriy tsurikov,6219,0.1592,0.1302,0.0724
andriy yakymiv,1969,0.32,0.0914,0.0
andriy yarmolenko,4163,0.2162,0.5837,0.1297
andros townsend,1347,0.1336,0.0,0.0668
andrusw araujo,2347,0.3451,0.0,0.115
andy considine,1024,0.1758,0.0,0.0
andy delort,585,0.1538,0.0,0.0
andy diouf,3999,0.09,0.135,0.045
andy fisher,1260,0.0714,0.0,0.0
andy halliday,2749,0.2292,0.131,0.0982
andy pelmard,1924,0.0936,0.0,0.0
andy winter,574,0.0,0.0,0.0
anel ahmedhodzic,4635,0.2524,0.0194,0.0388
anel husic,1088,0.4136,0.0,0.0
anestis mythou,791,0.0,0.5689,0.1138
anestis vlachomitros,1471,0.1224,0.1835,0.0
anfernee dijksteel,2687,0.067,0.0,0.0
ange freddy plumain,824,0.3277,0.2184,0.2184
ange yoan bonny,4279,0.0631,0.2734,0.2734
angel alarcon,1187,0.0,0.2275,0.2275
angel algobia,1081,0.0,0.0833,0.0
angel correa,2713,0.2654,0.4976,0.2322
angel di maria,4733,0.1521,0.4564,0.3803
angel gomes,3842,0.2577,0.1171,0.164
angel ortiz,1732,0.052,0.052,0.1559
angel perez,1415,0.2544,0.1908,0.2544
angel torres,591,0.0,0.0,0.1523
angelino,6054,0.0892,0.0595,0.1041
angelo fulgini,1690,0.213,0.1065,0.0533
angelo henriquez,1493,0.1206,0.1808,0.0603
angelo ogbonna,502,0.1793,0.0,0.0
angelo preciado,1177,0.2294,0.1529,0.4588
angelo sagal,1358,0.3314,0.3314,0.0
angelo stiller,9801,0.1377,0.0643,0.2204
angelos liasos,2680,0.403,0.0,0.0672
angelos tsingaras,597,0.1508,0.0,0.0
angus macdonald,1412,0.1275,0.0637,0.0
anis hadj moussa,7333,0.2086,0.3314,0.1964
anl yasar,1022,0.0881,0.0,0.0
anl yigit cnar,1100,0.3273,0.1636,0.0
anosike ementa,4106,0.1534,0.2411,0.1315
anouar ait el hadj,4143,0.0869,0.1086,0.1086
anouar el azzouzi,4189,0.2363,0.0215,0.0215
anrie chase,1145,0.1572,0.0786,0.0
anselmo garcia macnulty,7656,0.1293,0.0588,0.0118
ansgar knauff,5603,0.1767,0.2731,0.2249
ansu fati,1994,0.1805,0.5416,0.0
ante bekavac,1163,0.2322,0.0,0.1548
ante budimir,7594,0.1185,0.6163,0.0474
ante majstorovic,506,0.0,0.0,0.0
ante palaversa,2521,0.5355,0.0714,0.2142
ante rebic,928,0.4849,0.097,0.097
antef tsoungui,1416,0.5085,0.0,0.0
anthony caci,4896,0.2757,0.0184,0.2022
anthony dennis,5149,0.3146,0.0524,0.0524
anthony descotte,1486,0.1211,0.3634,0.0606
anthony elanga,6086,0.0296,0.1479,0.2514
anthony gordon,7248,0.149,0.3725,0.2235
anthony jung,4190,0.1074,0.043,0.0
anthony lopes,5883,0.0918,0.0,0.0
anthony losilla,2574,0.2797,0.0,0.035
anthony martial,1435,0.1254,0.5645,0.1254
anthony moris,4710,0.0955,0.0,0.0
anthony musaba,2114,0.1703,0.2129,0.2554
anthony nwakaeme,2070,0.2174,0.0435,0.2609
anthony ralston,2798,0.1287,0.0965,0.1287
anthony rouault,5439,0.2151,0.0331,0.0165
anthony valencia,1536,0.2344,0.3516,0.1172
antoine bernede,2989,0.1204,0.0602,0.0602
antoine bernier,3795,0.2372,0.1897,0.166
antoine colassin,1615,0.2786,0.2229,0.3344
antoine griezmann,8564,0.0525,0.4099,0.2417
antoine hainaut,1198,0.2254,0.1503,0.0
antoine joujou,1903,0.0946,0.1419,0.1419
antoine makoumbou,6132,0.1908,0.0147,0.0587
antoine mendy,4164,0.2378,0.0216,0.0216
antoine semenyo,8765,0.2054,0.4005,0.1438
anton ari einarsson,720,0.0,0.0,0.0
anton bol,2224,0.1214,0.0,0.0
anton gaaei,5351,0.2355,0.1177,0.2018
anton glushchenko,1202,0.2995,0.2995,0.0749
anton kade,1824,0.1974,0.2961,0.0493
anton miranchuk,2123,0.1272,0.212,0.212
anton mitryushkin,4230,0.0213,0.0,0.0
anton mukhin,820,0.3293,0.0,0.0
anton salabay,2783,0.4204,0.1617,0.0647
anton shamonin,552,0.4891,0.0,0.0
anton shunin,540,0.1667,0.0,0.0
anton shvets,1638,0.3846,0.0549,0.1099
anton stach,7178,0.2006,0.1003,0.1003
anton tanghe,1664,0.1082,0.1623,0.0
anton yashkov,1890,0.0952,0.0,0.0476
anton zabolotnyi,3965,0.1816,0.227,0.2497
anton zinkovskiy,4007,0.0898,0.1123,0.1572
antonee robinson,7030,0.192,0.0128,0.1792
antoni milambo,3305,0.0817,0.1906,0.2179
antonin barak,1549,0.1743,0.2324,0.1743
antonin kinsky,2477,0.0,0.0,0.0
antonino gallo,7490,0.0721,0.0,0.0961
antonio adan,810,0.1111,0.0,0.0
antonio blanco,7479,0.3008,0.0241,0.0602
antonio candela,1948,0.1386,0.0,0.0462
antonio candreva,1426,0.1893,0.1262,0.1262
antonio caracciolo,3165,0.2844,0.0569,0.0
antonio espigares,972,0.1852,0.0926,0.0926
antonio luna,459,0.0,0.0,0.1961
antonio nusa,5075,0.0,0.1951,0.2305
antonio portales,2232,0.2016,0.0,0.0806
antonio raillo,7286,0.2347,0.0371,0.0494
antonio rudiger,8765,0.1027,0.0616,0.0308
antonio sanabria,3496,0.103,0.1545,0.0515
antonio sanchez,3862,0.1864,0.0466,0.0233
antonio silva,8191,0.1978,0.033,0.044
antonio sivera,7882,0.1256,0.0,0.0
antonio vergara,926,0.2916,0.2916,0.3888
antonios papadopoulos,1050,0.1714,0.0857,0.0
antonis dentakis,662,0.2719,0.0,0.136
antonis papakanellos,510,0.1765,0.0,0.0
antonis stergiakis,615,0.1463,0.0,0.0
antonis tsiftsis,2650,0.0679,0.0,0.0
antoniu roca,1541,0.292,0.0,0.0584
antony,5802,0.1861,0.3413,0.2172
anuar,1847,0.3411,0.0975,0.0
ao tanaka,1699,0.1059,0.2119,0.0
apostolos apostolopoulos,1322,0.0681,0.0,0.0
apostolos christopoulos,921,0.4886,0.2932,0.0
apostolos diamantis,491,0.1833,0.0,0.0
apostolos konstantopoulos,2239,0.1608,0.0,0.0
apostolos stamatelopoulos,1816,0.1982,0.5452,0.1487
ar'jany martha,770,0.1169,0.0,0.2338
arad bar,1094,0.4936,0.0823,0.0823
aral simsir,5163,0.0523,0.3138,0.523
arber hoxha,774,0.0,0.0,0.2326
arber zeneli,879,0.2048,0.1024,0.1024
arbnor muja,3401,0.1852,0.2382,0.0529
archie brown,5839,0.2312,0.0771,0.2004
archie gray,5056,0.1602,0.0356,0.0534
arda guler,5890,0.0611,0.275,0.382
arda kzldag,4855,0.2781,0.0927,0.0
arda okan kurtulan,4719,0.2289,0.0954,0.1335
ardian ismajli,5807,0.155,0.0,0.0155
ardit tahiri,605,0.1488,0.2975,0.4463
ardon jashari,3716,0.0969,0.0484,0.1211
ari moura,955,0.0942,0.1885,0.1885
ari sigurpalsson,478,0.0,0.0,0.3766
arianit ferati,674,0.0,0.0,0.0
aridane hernandez,2256,0.0399,0.0,0.0
arif bosluk,1882,0.1435,0.0,0.0956
arif kocaman,1870,0.2888,0.0481,0.0481
arijanet muric,5571,0.0808,0.0,0.0
arijon ibrahimovic,2486,0.1086,0.0724,0.181
arinaldo rrapaj,2534,0.2486,0.1066,0.2131
aristotelis karasalidis,1049,0.429,0.0,0.0
aritz elustondo,3720,0.1694,0.0,0.0484
arjan malic,648,0.5556,0.1389,0.0
arkadiusz milik,611,0.0,0.8838,0.0
arkadiusz pyrka,2887,0.1247,0.0,0.0312
arlind ajeti,2529,0.2135,0.0,0.0
armand lauriente,4236,0.1487,0.2337,0.2337
armando broja,1671,0.0539,0.1077,0.1616
armando izzo,3899,0.4617,0.0231,0.0231
armando obispo,2373,0.2655,0.1138,0.0
armel bella kotchap,1793,0.1506,0.0,0.0
armin gigovic,2905,0.1859,0.2478,0.0929
armindo sieb,1611,0.1676,0.2235,0.1676
arnau martinez,6603,0.1908,0.0682,0.0818
arnau tenas,1740,0.0,0.0,0.1034
arnaud bodart,1305,0.0,0.0,0.0
arnaud kalimuendo,5737,0.1569,0.502,0.1255
arnaud lusamba,891,0.6061,0.0,0.0
arnaud nordin,3352,0.0805,0.2416,0.1611
arnaut danjuma,4111,0.0876,0.197,0.1095
arne engels,6107,0.1768,0.2653,0.2211
arne maier,2046,0.044,0.132,0.2199
arni frederiksberg,568,0.0,0.1585,0.4754
arno verschueren,4099,0.1976,0.1976,0.0878
aron csongvai,705,0.1277,0.1277,0.0
aron dnnum,6119,0.2647,0.0882,0.1177
arouna sangante,5019,0.2152,0.0717,0.0179
arsen adamov,4136,0.0435,0.0653,0.087
arsen zakharyan,1859,0.1937,0.1452,0.0968
arsene kouassi,2612,0.1378,0.0689,0.2757
arseniy batagov,4815,0.0748,0.0187,0.0748
arseniy dmitriev,726,0.0,0.124,0.0
arsentiy doroshenko,1589,0.1133,0.0566,0.1133
artem bandikyan,846,0.0,0.0,0.2128
artem benedyuk,467,0.3854,0.1927,0.0
artem bondarenko,6399,0.0141,0.2954,0.2532
artem bykov,947,0.1901,0.0,0.1901
artem chelyadin,2544,0.4245,0.0354,0.0354
artem dovbyk,5440,0.0331,0.546,0.182
artem dzyuba,4232,0.0638,0.3828,0.2552
artem gabelok,2611,0.1379,0.0689,0.0345
artem gusol,1759,0.1535,0.0512,0.0512
artem karpukas,5090,0.1945,0.0707,0.0707
artem kasimov,2761,0.2282,0.0326,0.0326
artem khmarin,820,0.1098,0.0,0.1098
artem kozak,1895,0.1425,0.1425,0.1425
artem kulakovskyi,871,0.31,0.0,0.0
artem kychak,630,0.1429,0.0,0.0
artem lyegostayev,1134,0.0794,0.0794,0.1587
artem machelyuk,2298,0.0,0.0,0.0392
artem makarchuk,2009,0.224,0.0,0.0448
artem shabanov,6480,0.1389,0.0278,0.0278
artem shulyanskyi,1164,0.0,0.1546,0.1546
artem shumanskiy,1251,0.2878,0.1439,0.0
artem slesar,3809,0.1654,0.1181,0.1654
artem smolyakov,1894,0.1426,0.0475,0.0475
artem stepanov,909,0.0,0.495,0.099
artem timofeev,2345,0.4222,0.0384,0.1151
artemijus tutyskinas,744,0.2419,0.0,0.0
arthur,2876,0.1252,0.0626,0.1878
arthur atta,4879,0.1476,0.1291,0.1107
arthur avom,2115,0.1277,0.0851,0.0426
arthur cabral,1671,0.1616,0.4309,0.1077
arthur chaves,3860,0.2798,0.0933,0.0
arthur desmas,3060,0.0882,0.0,0.0
arthur gomes,1881,0.0957,0.3349,0.2392
arthur masuaku,4801,0.3374,0.0187,0.1875
arthur melo,1839,0.1468,0.0979,0.0979
arthur piedfort,4435,0.1218,0.0406,0.0812
arthur theate,7866,0.1945,0.0229,0.0114
arthur vermeeren,3656,0.2708,0.0,0.0985
arthur zagre,3652,0.1725,0.0986,0.0986
artur,2193,0.1642,0.2873,0.2462
artur avagimyan,1678,0.2682,0.1609,0.1609
artur dumanyuk,1948,0.231,0.0462,0.0924
artur jedrzejczyk,503,0.7157,0.1789,0.0
artur jorge,1295,0.6255,0.0,0.0695
artur mykytyshyn,3891,0.0925,0.1388,0.1619
artur nigmatullin,2340,0.0769,0.0,0.0
artur remenyak,1319,0.1365,0.3412,0.1365
artur rudko,2340,0.0385,0.0,0.0
artur ryabov,3286,0.3013,0.0822,0.0274
artur shakh,1541,0.292,0.1752,0.0584
artur yusupov,552,0.0,0.163,0.3261
arturo calabresi,1608,0.4478,0.0,0.056
arvin appiah,1394,0.1937,0.0,0.0
asger sorensen,1140,0.1579,0.0789,0.0789
ashley hay,1237,0.0,0.291,0.0728
ashley maynard brewer,1138,0.0,0.0,0.0
ashley phillips,564,0.1596,0.0,0.1596
ashley young,3074,0.2635,0.0293,0.0878
asier osambela,606,0.297,0.297,0.1485
asier villalibre,1039,0.1732,0.5197,0.0866
aske adelgaard,3369,0.2671,0.0267,0.0534
asker beck,1746,0.1031,0.2577,0.2062
aslak witry,481,0.0,0.0,0.0
assad al hamlawi,497,0.0,0.7243,0.1811
assan ouedraogo,1030,0.0,0.3495,0.3495
assane diao,3190,0.1693,0.3386,0.1129
assane diousse,868,0.4147,0.0,0.0
aster vranckx,1766,0.2548,0.0,0.0
aston oxborough,2280,0.0,0.0,0.0
atakan cankaya,811,0.3329,0.0,0.0
atakan karazor,8295,0.2278,0.0542,0.0759
atanas chernev,1018,0.3536,0.0,0.0
athanasios androutsos,3524,0.1532,0.0511,0.0511
athanasios garavelis,1499,0.1201,0.0,0.0
athanasios karamanis,2079,0.6061,0.0866,0.0433
athanasios koutsogoulas,530,0.1698,0.0,0.0
athanasios papageorgiou,554,0.3249,0.0,0.1625
athanasios triantafyllou,665,0.6767,0.0,0.0
atsuki ito,3978,0.2036,0.1357,0.0905
attila mocsi,5533,0.1627,0.0488,0.0
attila szalai,1508,0.0597,0.0,0.0597
august erlingmark,459,0.3922,0.0,0.0
augustine boakye,732,0.6148,0.3689,0.0
augusto batalla,7650,0.1647,0.0,0.0
augusto dabo,547,0.0,0.0,0.1645
aurele amenda,2100,0.3,0.0,0.0
aurelien scheidler,4086,0.1322,0.2863,0.0881
aurelien tchouameni,10461,0.2409,0.0516,0.0344
aurelio buta,3471,0.2593,0.0,0.0259
aurelio oehlers,1874,0.048,0.2882,0.0961
auston trusty,7153,0.0629,0.0503,0.0126
axel disasi,4491,0.1403,0.0802,0.0
axel tape,468,0.3846,0.0,0.0
axel tuanzebe,3400,0.1588,0.0265,0.0265
axel witsel,6190,0.0872,0.0436,0.0436
ayase ueda,5676,0.0476,0.6184,0.0951
ayden heaven,1278,0.2113,0.0,0.0704
aylton boa morte,2904,0.3099,0.2789,0.093
ayman kari,885,0.1017,0.1017,0.1017
aymane mourid,805,0.3354,0.0,0.3354
aymen sliti,823,0.0,0.2187,0.2187
aymeric laporte,2434,0.1479,0.0,0.074
ayo obileye,1380,0.0,0.0,0.0
ayoni santos,1710,0.1053,0.1053,0.0526
ayoub el kaabi,6122,0.0735,0.8086,0.1323
ayoub oufkir,1148,0.2352,0.3136,0.3136
ayouba kosiah,517,0.3482,0.1741,0.0
ayoube amaimouni echghouyab,580,0.1552,0.3103,0.4655
ayoze perez,4681,0.173,0.6537,0.173
ayrton costa,1385,0.5199,0.0,0.065
aytac kara,3857,0.1633,0.28,0.07
ayumu seko,2625,0.2057,0.0,0.0
ayyoub bouaddi,4861,0.2777,0.0,0.0555
aziz ouattara,1560,0.4038,0.0,0.0
aziz yakubu,1124,0.0,0.4804,0.1601
azizbek turgunboev,2016,0.1786,0.0446,0.1339
azor matusiwa,3072,0.1465,0.0586,0.1172
azzedine ounahi,4242,0.297,0.1697,0.1909
baba alhassan,694,0.2594,0.0,0.0
babacar fati,674,0.1335,0.0,0.0
baboucarr faal,3163,0.0569,0.3984,0.1707
badou ndiaye,3347,0.3496,0.0538,0.0807
badredine bouanani,3331,0.1081,0.2162,0.1351
bafode diakite,6361,0.1698,0.0849,0.0283
bahadr gungordu,3737,0.0963,0.0,0.0241
bahadr ozturk,2275,0.1978,0.0396,0.0396
bahlul mustafazada,1255,0.0,0.0717,0.0717
bailey peacock farrell,957,0.0,0.0,0.0
bakary konate,826,0.3269,0.0,0.0
bakery jatta,939,0.0958,0.1917,0.0958
bakhtiyor zaynutdinov,1974,0.228,0.0,0.0456
balint vecsei,540,0.1667,0.0,0.0
balthazar pierret,1876,0.0959,0.0,0.0
bamba dieng,1897,0.2372,0.7116,0.1423
bamo meite,3189,0.2258,0.0,0.0847
bandeira,2073,0.2171,0.0434,0.2171
baptiste roux,1862,0.1933,0.0483,0.0483
baptiste santamaria,3754,0.1438,0.024,0.1438
bar lin,1859,0.0,0.2421,0.0484
baran gezek,2398,0.1877,0.0,0.0
barnabas varga,1656,0.163,0.8152,0.163
barney stewart,1430,0.0629,0.6294,0.1259
barrie mckay,452,0.0,0.0,0.1991
barry douglas,1144,0.1573,0.0,0.0
bars alper ylmaz,8823,0.2448,0.2856,0.2754
bars kalayc,1309,0.275,0.0688,0.2063
bart nieuwkoop,2493,0.2527,0.1083,0.1805
bart schenkeveld,1435,0.1882,0.0,0.0
bart van rooij,8547,0.1264,0.0421,0.1474
bart verbruggen,8430,0.1068,0.0,0.0107
bart vriends,950,0.1895,0.0,0.0
bartlomiej wdowik,468,0.0,0.0,0.0
bartol franjic,1105,0.3258,0.0814,0.0
bartomiej dragowski,4749,0.0,0.0,0.0
bartosz bereszynski,1191,0.1511,0.0,0.0756
bartosz kapustka,1034,0.3482,0.1741,0.4352
bartosz mrozek,540,0.0,0.0,0.0
bartug elmaz,1914,0.2821,0.047,0.047
bas kuipers,5407,0.1498,0.1332,0.1165
bas van den eynden,724,0.2486,0.3729,0.0
basar onal,3935,0.183,0.2287,0.2745
bashir humphreys,1835,0.2943,0.0,0.0981
bastien meupiyou,2709,0.1329,0.0,0.0
bastien toma,453,0.0,0.3974,0.1987
batista mendy,6655,0.2705,0.027,0.027
baton zabergja,1950,0.0923,0.3692,0.1385
bazoumana toure,3172,0.0851,0.1986,0.4256
bebeto,1901,0.2367,0.142,0.0
becir omeragic,3093,0.0873,0.0,0.0
bedirhan ozyurt,908,0.0,0.0,0.0991
bekir turac boke,973,0.0925,0.37,0.0925
beknaz almazbekov,1018,0.0884,0.0,0.0
ben brannan,684,0.2632,0.1316,0.0
ben brereton diaz,1853,0.1943,0.34,0.0486
ben broggio,870,0.0,0.4138,0.1034
ben chilwell,2741,0.2627,0.0328,0.0657
ben davies,2838,0.222,0.0317,0.0
ben godfrey,1807,0.1992,0.0,0.0
ben johnson,2214,0.2439,0.0407,0.122
ben mee,992,0.2722,0.0907,0.0
ben old,523,0.0,0.0,0.0
ben osborn,1121,0.0803,0.0,0.1606
ben waine,514,0.1751,0.5253,0.0
ben white,5408,0.1831,0.0666,0.1331
benaissa benamar,1298,0.2773,0.0693,0.0
benat prados,3925,0.2752,0.0459,0.0229
benat turrientes,4566,0.2957,0.0591,0.0986
bence dardai,1595,0.0564,0.0564,0.1693
bence otvos,904,0.2987,0.0996,0.1991
benchimol,2642,0.2044,0.4088,0.2044
bendeguz bolla,787,0.1144,0.0,0.3431
benedict hollerbach,4642,0.0969,0.252,0.1551
benedikt gimber,5787,0.3266,0.0,0.0
benedikt pichler,874,0.103,0.103,0.2059
benhur keser,605,0.0,0.0,0.0
beni baningime,4764,0.0945,0.0,0.0756
beni mukendi,4278,0.3156,0.021,0.0842
benie traore,860,0.2093,0.0,0.2093
benito raman,2348,0.23,0.6133,0.1533
benito ramirez,905,0.1989,0.0,0.0994
benja dominguez,2118,0.0425,0.17,0.255
benjamin andre,8065,0.3125,0.067,0.0781
benjamin arthur,607,0.0,0.0,0.0
benjamin bouchouari,2388,0.2638,0.0377,0.0
benjamin bourigeaud,1470,0.0,0.551,0.2449
benjamin fredrick,861,0.2091,0.0,0.0
benjamin garre,1646,0.1094,0.2187,0.0547
benjamin henrichs,3354,0.2683,0.0268,0.1073
benjamin kimpioka,2953,0.2438,0.2438,0.061
benjamin lecomte,4473,0.0,0.0,0.0
benjamin nygren,5197,0.0693,0.5195,0.1732
benjamin pauwels,535,0.0,0.1682,0.0
benjamin pavard,6972,0.2582,0.0258,0.0775
benjamin sesko,6434,0.0839,0.6155,0.1259
benjamin stambouli,1736,0.2592,0.0,0.0518
benjamin tahirovic,2756,0.2286,0.0653,0.098
benjamin verbic,1122,0.4011,0.4813,0.2406
benno schmitz,615,0.5854,0.0,0.1463
benny,3327,0.2705,0.1353,0.1353
benoit badiashile,2798,0.193,0.0,0.0
benoit costil,540,0.0,0.0,0.0
benoit de jaegere,716,0.1257,0.0,0.0
benoit nyssen,1591,0.1697,0.1131,0.1131
benson sakala,468,0.0,0.0,0.0
berat djimsiti,9564,0.1882,0.0282,0.0282
berat ozdemir,5127,0.2282,0.0,0.0527
berkan kutlu,3229,0.223,0.1115,0.0836
berkay ozcan,5690,0.0316,0.0633,0.0949
berke ozer,7050,0.1404,0.0,0.0128
bernabe barragan,1730,0.052,0.0,0.0
bernard,1243,0.1448,0.1448,0.362
bernard berisha,1114,0.4039,0.4847,0.3232
bernardo,8855,0.2134,0.0,0.0
bernardo schappo,2055,0.2628,0.0,0.0
bernardo silva,9940,0.2716,0.1268,0.1449
bernardo vital,2268,0.119,0.0397,0.0
bernd leno,8850,0.0915,0.0,0.0102
bernt klaverboer,2936,0.0613,0.0,0.0
bert esselink,1914,0.1881,0.047,0.0
berto,849,0.212,0.212,0.212
bertrand traore,4180,0.1938,0.2584,0.1722
bertug yldrm,2122,0.4665,0.4241,0.1697
besard sabovic,530,0.3396,0.1698,0.0
besfort zeneli,1667,0.054,0.162,0.3779
beto,4071,0.1548,0.4864,0.0442
bevis mugabi,1026,0.0877,0.0877,0.0
bilal bafdili,1740,0.2586,0.2586,0.1552
bilal bayazt,6390,0.169,0.0,0.0
bilal boutobba,2426,0.0,0.4452,0.1484
bilal brahimi,755,0.0,0.4768,0.2384
bilal el khannouss,5982,0.2558,0.1655,0.2407
bilal nadir,1149,0.5483,0.0783,0.3133
bilal ould chikh,1734,0.0,0.0519,0.2595
bill antonio,1557,0.1156,0.1734,0.2312
billal brahimi,1703,0.3171,0.0528,0.1585
billal messaoudi,623,0.5778,0.0,0.0
billy gilmour,3616,0.1244,0.0249,0.0498
billy koumetio,2180,0.1239,0.0,0.0
billy van duijl,624,0.0,0.1442,0.0
birger meling,2376,0.2273,0.0,0.0
birger verstraete,4251,0.3811,0.0,0.0635
bismark edjeodji,729,0.1235,0.1235,0.4938
bitello,6452,0.0837,0.1953,0.3487
bjarne pudel,1365,0.3956,0.0659,0.0659
bjorn meijer,2313,0.0389,0.0778,0.1946
bjrn paulsen,1030,0.4369,0.2621,0.0874
blair spittal,4640,0.0776,0.194,0.2328
blaz kramer,2914,0.4015,0.4942,0.1853
bobby adekanye,2199,0.2456,0.0409,0.1228
bobby clark,677,0.1329,0.1329,0.2659
bobby de cordova reid,1719,0.2094,0.2618,0.2618
bobby wales,1395,0.129,0.3226,0.1935
bogdan biloshevskyi,1787,0.2015,0.0,0.0
bogdan boychuk,905,0.0,0.1989,0.0994
bogdan butko,4061,0.1773,0.0222,0.0886
bogdan chuev,1089,0.0,0.0,0.0826
bogdan jocic,2851,0.221,0.0947,0.1263
bogdan kobzar,675,0.4,0.1333,0.0
bogdan kogut,1102,0.245,0.0,0.0
bogdan kushnirenko,3545,0.3554,0.0762,0.0254
bogdan lednev,1953,0.1843,0.0922,0.1382
bogdan milovanov,638,0.2821,0.0,0.0
bogdan mogylnyi,1288,0.1398,0.0,0.2096
bogdan moskvichev,1968,0.0457,0.0,0.0
bogdan mykhaylichenko,6757,0.1998,0.0266,0.0533
bogdan ovsyannikov,2880,0.125,0.0,0.0
bogdan redushko,991,0.0908,0.1816,0.2725
bogdan slyubyk,3883,0.255,0.0464,0.0
bogdan veklyak,1185,0.2278,0.0759,0.0
bojan dimoski,1017,0.177,0.0,0.0
bojan kovacevic,755,0.3576,0.0,0.0
bojan miovski,4761,0.0945,0.4915,0.0756
bojan radulovic,626,0.1438,0.1438,0.1438
boli bolingoli,588,0.4592,0.0,0.0
boris lambert,2507,0.3231,0.0718,0.0
boris popovic,3096,0.1163,0.0291,0.0581
borja gonzalez,4017,0.1568,0.1792,0.2913
borja iglesias,5293,0.187,0.4931,0.102
borja mayoral,3317,0.0,0.407,0.0543
borja sainz,2340,0.2692,0.2308,0.2308
borna barisic,805,0.3354,0.1118,0.2236
borna sosa,2264,0.1193,0.0,0.0398
borys krushynskyi,4330,0.2494,0.1039,0.1039
bosko sutalo,1638,0.3297,0.0549,0.0
botond balogh,3800,0.2605,0.0,0.0237
boubacar kamara,5034,0.1967,0.0358,0.0715
boubacar traore,1907,0.3304,0.0472,0.0
boubakary soumare,4025,0.313,0.0,0.0224
bouke boersma,652,0.138,0.0,0.2761
boulaye dia,4501,0.08,0.3199,0.12
bouna sarr,897,0.1003,0.0,0.0
boy kemper,5322,0.2029,0.1184,0.1184
boyd lucassen,2470,0.2186,0.0729,0.0364
boyd reith,989,0.182,0.0,0.0
bozo mikulic,1340,0.0,0.1343,0.0
brad halliday,783,0.1149,0.1149,0.0
brad lyons,5222,0.2413,0.0345,0.0517
brad spencer,3266,0.3031,0.0276,0.0551
brad young,586,0.0,0.4608,0.0
bradley barcola,7547,0.1073,0.4055,0.3697
bradley locko,2813,0.128,0.0,0.128
bradley mazikou,930,0.0968,0.0,0.0
brahim diaz,5920,0.1064,0.3193,0.3649
braian samudio,2360,0.0763,0.2669,0.0381
brais mendez,6192,0.1744,0.2471,0.1744
brajan gruda,3314,0.1629,0.2716,0.353
bram lagae,1665,0.2703,0.0,0.0
bram nuytinck,3626,0.1737,0.0248,0.0
bram van polen,1446,0.249,0.0,0.1245
branco van den boomen,2948,0.1832,0.0611,0.0611
brandley kuwas,2294,0.1569,0.2746,0.1962
brandon aguilera,2793,0.2578,0.1289,0.0322
brandon baiye,631,0.1426,0.1426,0.0
brandon mechele,8653,0.0728,0.1248,0.052
brandon thomas,1869,0.2408,0.1926,0.0482
brayan gil,1611,0.1676,0.7263,0.0559
brayan medina,2244,0.361,0.0,0.0401
brayann pereira,4287,0.147,0.063,0.147
brecht dejaegere,1369,0.1972,0.0657,0.0657
breel embolo,4667,0.1543,0.3085,0.2121
bremer,5185,0.2257,0.1041,0.0521
brendan chardonnet,7304,0.1972,0.037,0.0493
brenden aaronson,3689,0.0976,0.1464,0.1708
brennan johnson,6582,0.2051,0.3418,0.1914
brenner,2133,0.1266,0.0844,0.1266
brent gabriel,2700,0.0333,0.0,0.0333
bressan,1357,0.199,0.0663,0.0
breyton fougeu,496,0.0,0.0,0.5444
brian brobbey,5473,0.2302,0.3947,0.1809
brian de keersmaecker,4643,0.1745,0.1163,0.0775
brian graham,861,0.2091,0.4181,0.0
brian hamalainen,1016,0.2657,0.0,0.0
brian mansilla,4813,0.2057,0.1683,0.1309
brian olivan,1107,0.1626,0.0,0.0813
brian plat,3302,0.1635,0.0,0.0
brice samba,7590,0.1304,0.0,0.0
bright arrey mbi,5253,0.1371,0.0,0.0
