ref_norm,referee,club_games,club_cpg,club_ratio
eddy maillet,Eddy Maillet,2,3.5,0.812
pablo pozo,Pablo Pozo,2,4.5,1.045
dr. manuel kunzmann,Dr. Manuel Kunzmann,1,2.0,0.464
florian steuer,Florian Steuer,1,5.0,1.161
anders johansen,Anders Johansen,1,5.0,1.161
huw jones,Huw Jones,1,6.0,1.393
christopher lautier,Christopher Lautier,1,3.0,0.696
dawid piasecki,Dawid Piasecki,1,7.0,1.625
pavel saliy,Pavel Saliy,1,5.0,1.161
goran spirkoski,Goran Spirkoski,1,7.0,1.625
georgi yordanov,Georgi Yordanov,1,5.0,1.161
vitaliy sevostyanik,Vitaliy Sevostyanik,1,1.0,0.232
fariz yusifov,Fariz Yusifov,1,3.0,0.696
igor satchi,Igor Satchi,1,3.0,0.696
adam lyczmanski,Adam Lyczmanski,1,1.0,0.232
vusal aliyev,Vusal Aliyev,1,3.0,0.696
artem nozdrachov,Artem Nozdrachov,1,3.0,0.696
hubert siejewicz,Hubert Siejewicz,1,4.0,0.928
taner gizlenci,Taner Gizlenci,1,3.0,0.696
mustafa aydin,Mustafa Aydin,1,3.0,0.696
espen berntsen,Espen Berntsen,1,0.0,0.0
michael mcnab,Michael McNab,1,2.0,0.464
paolo marchesini,Paolo Marchesini,1,2.0,0.464
francesco fiore,Francesco Fiore,1,4.0,0.928
alessandro greco,Alessandro Greco,1,4.0,0.928
tiziano reni,Tiziano Reni,1,4.0,0.928
armando gentile,Armando Gentile,1,5.0,1.161
emanuele brodo,Emanuele Brodo,1,8.0,1.857
gennaro palazzino,Gennaro Palazzino,1,1.0,0.232
angelo martino giancola,Angelo Martino Giancola,1,8.0,1.857
massimiliano velotto,Massimiliano Velotto,1,2.0,0.464
francesco castrignano,Francesco Castrignanò,1,4.0,0.928
ander zarrabeitia arrieta,Ander Zarrabeitia Arrieta,1,7.0,1.625
julian garcia garcia,Julián García García,1,4.0,0.928
luis miguel vallejo aznar,Luis Miguel Vallejo Aznar,1,4.0,0.928
jose antonio salas montoro,José Antonio Salas Montoro,1,6.0,1.393
angel enrique sanz terrades,Ángel Enrique Sanz Terrades,1,9.0,2.089
enrique ortiz blanco,Enrique Ortiz Blanco,1,6.0,1.393
miguel sanchez seco otero,Miguel Sánchez-Seco Otero,1,6.0,1.393
andres manuel ceballos silva,Andrés Manuel Ceballos Silva,1,8.0,1.857
alfonso pino zamorano,Alfonso Pino Zamorano,1,7.0,1.625
maurizio ciampi,Maurizio Ciampi,1,1.0,0.232
gert jan bakker,Gert Jan Bakker,1,1.0,0.232
jeroen abbink,Jeroen Abbink,1,5.0,1.161
martin kerrigan,Martin Kerrigan,1,5.0,1.161
james campbell,James Campbell,1,4.0,0.928
carlos moreno hidalgo,Carlos Moreno Hidalgo,1,3.0,0.696
francisco javier barbera fuentes,Francisco Javier Barbera Fuentes,1,5.0,1.161
francisco alejandro navarro fuentes,Francisco Alejandro Navarro Fuentes,1,9.0,2.089
ramon arias madrid,Ramón Arias Madrid,1,9.0,2.089
israel simon del pino,Israel Simón del Pino,1,8.0,1.857
vicente pintado calero,Vicente Pintado Calero,1,9.0,2.089
michalis dakos,Michalis Dakos,1,15.0,3.482
vitali anisimov,Vitali Anisimov,1,5.0,1.161
charalampos selemidis,Charalampos Selemidis,1,3.0,0.696
georgios mastakas,Georgios Mastakas,1,8.0,1.857
christos andronikidis,Christos Andronikidis,1,6.0,1.393
giannis binichakis,Giannis Binichakis,1,1.0,0.232
chrysovalantis vrakas,Chrysovalantis Vrakas,1,8.0,1.857
andreas karaliolios,Andreas Karaliolios,1,7.0,1.625
panagiotis vouranis,Panagiotis Vouranis,1,9.0,2.089
christos manouras,Christos Manouras,1,4.0,0.928
manuel angel perez lima,Manuel Ángel Pérez Lima,1,3.0,0.696
peter o leary,Peter O´Leary,1,2.0,0.464
arno blos,Arno Blos,1,3.0,0.696
mervyn smith,Mervyn Smith,1,2.0,0.464
leonardo guidi,Leonardo Guidi,1,6.0,1.393
andranik arsenyan,Andranik Arsenyan,1,4.0,0.928
kevin azzopardi,Kevin Azzopardi,1,2.0,0.464
louis duarte,Louis Duarte,1,6.0,1.393
alwin steeg,Alwin Steeg,1,9.0,2.089
joost bezemer,Joost Bezemer,1,10.0,2.321
peter van beelen,Peter van Beelen,1,5.0,1.161
pietro dei giudici,Pietro Dei Giudici,1,8.0,1.857
marco bellotti,Marco Bellotti,1,3.0,0.696
simone aversano,Simone Aversano,1,4.0,0.928
cristian brasi,Cristian Brasi,1,3.0,0.696
stefano d'angelo,Stefano D'Angelo,1,3.0,0.696
luca albertini,Luca Albertini,1,2.0,0.464
antonio eros lacagnina,Antonio Eros Lacagnina,1,5.0,1.161
gianluca ceccarelli,Gianluca Ceccarelli,1,2.0,0.464
mirco oliveri,Mirco Oliveri,1,6.0,1.393
domenico rocca,Domenico Rocca,1,2.0,0.464
antonis papapetrou,Antonis Papapetrou,1,1.0,0.232
ricardo moreira,Ricardo Moreira,1,6.0,1.393
jose laranjeira,José Laranjeira,1,5.0,1.161
pedro ferreira,Pedro Ferreira,1,4.0,0.928
jorge faustino,Jorge Faustino,1,5.0,1.161
christian fischer,Christian Fischer,1,7.0,1.625
david mckniff,David McKniff,1,5.0,1.161
victor perez peraza,Víctor Pérez Peraza,1,10.0,2.321
aaron suberbiola zuniga,Aarón Suberbiola Zúñiga,1,5.0,1.161
hugo jose lopez puerta,Hugo José López Puerta,1,10.0,2.321
javier gonzalez arevalo,Javier González Arévalo,1,7.0,1.625
david jimenez moreno,David Jiménez Moreno,1,4.0,0.928
oleg penyushyn,Oleg Penyushyn,1,5.0,1.161
ignacio hermosilla alana,Ignacio Hermosilla Alaña,1,8.0,1.857
amy fearn,Amy Fearn,1,4.0,0.928
justin amey,Justin Amey,1,2.0,0.464
steve bratt,Steve Bratt,1,4.0,0.928
peter o'leary,Peter O'Leary,1,2.0,0.464
marcel gopferich,Marcel Göpferich,1,10.0,2.321
anatoliy vishnichenko,Anatoliy Vishnichenko,1,5.0,1.161
andries dijkstra,Andries Dijkstra,1,3.0,0.696
eric ten horn,Eric ten Horn,1,2.0,0.464
roelof luinge,Roelof Luinge,1,0.0,0.0
luca candeo,Luca Candeo,1,4.0,0.928
enzo vesprini,Enzo Vesprini,1,5.0,1.161
salvatore guarino,Salvatore Guarino,1,6.0,1.393
federico sassoli,Federico Sassoli,1,5.0,1.161
marco ritmeester,Marco Ritmeester,1,0.0,0.0
joao pinto,João Pinto,1,8.0,1.857
ricardo lourenco,Ricardo Lourenço,1,6.0,1.393
pablo brea peon,Pablo Brea Peón,1,6.0,1.393
fernando navarro collados,Fernando Navarro Collados,1,5.0,1.161
francisco villena contreras,Francisco Villena Contreras,1,5.0,1.161
cesar dominguez zapatero,César Domínguez Zapatero,1,4.0,0.928
miguel garcia,Miguel Garcia,1,12.0,2.785
alejandro castro,Alejandro Castro,1,7.0,1.625
ed blom,Ed Blom,1,3.0,0.696
gabriel lozano reina,Gabriel Lozano Reina,1,4.0,0.928
panagiotis symeonidis,Panagiotis Symeonidis,1,6.0,1.393
georgios kyriazidis,Georgios Kyriazidis,1,0.0,0.0
konstantinos karyofyllis,Konstantinos Karyofyllis,1,0.0,0.0
efthalia mitsi,Efthalia Mitsi,1,0.0,0.0
ricardo alfonso alvarez,Ricardo Alfonso Álvarez,1,9.0,2.089
patrick miller,Patrick Miller,1,0.0,0.0
renzo candussio,Renzo Candussio,1,3.0,0.696
norbert hauata,Norbert Hauata,1,5.0,1.161
steffen mix,Steffen Mix,1,0.0,0.0
patrick schult,Patrick Schult,1,3.0,0.696
adrian azzopardi,Adrian Azzopardi,1,0.0,0.0
denis izmaylov,Denis Izmaylov,1,3.0,0.696
dominik ouschan,Dominik Ouschan,1,5.0,1.161
oleksiy moskalenko,Oleksiy Moskalenko,1,6.0,1.393
pedro campos,Pedro Campos,1,7.0,1.625
helder lamas,Hélder Lamas,1,7.0,1.625
frank jansen,Frank Jansen,1,0.0,0.0
ozguc turkalp,Özgüç Türkalp,1,7.0,1.625
erkan engin,Erkan Engin,1,3.0,0.696
roy witlox,Roy Witlox,1,3.0,0.696
armando ranaldi,Armando Ranaldi,1,2.0,0.464
mathieu bourdeau,Mathieu Bourdeau,1,4.0,0.928
bruno jesus,Bruno Jesus,1,3.0,0.696
mehmet emre atasoy,Mehmet Emre Atasoy,1,4.0,0.928
oktay tas,Oktay Tas,1,4.0,0.928
hector juan bustos,Héctor Juan Bustos,1,4.0,0.928
alejandro fernandez perez,Alejandro Fernández Pérez,1,4.0,0.928
cesar ramos dominguez,César Ramos Domínguez,1,6.0,1.393
stanislav poda,Stanislav Poda,1,6.0,1.393
tim wesdorp,Tim Wesdorp,1,1.0,0.232
miguel angel vila sanchez,Miguel Ángel Vila Sánchez,1,6.0,1.393
jose miguel alvarez borbolla,José Miguel Álvarez Borbolla,1,9.0,2.089
raul chavet garcia,Raúl Chavet García,1,6.0,1.393
enrique jesus figueroa vazquez,Enrique Jesús Figueroa Vázquez,1,14.0,3.25
ruben jimenez gonzalez,Rubén Jiménez González,1,7.0,1.625
aleksandr dobrolyubov,Aleksandr Dobrolyubov,1,3.0,0.696
ryan johnson,Ryan Johnson,1,1.0,0.232
adrian holmes,Adrian Holmes,1,4.0,0.928
sidi alioum,Sidi Alioum,1,3.0,0.696
benjamin blaser,Benjamin Bläser,1,5.0,1.161
marcel schutz,Marcel Schütz,1,5.0,1.161
midhat sulejmanovic,Midhat Sulejmanovic,1,2.0,0.464
angel alvarez pinardo,Ángel Álvarez Pinardo,1,6.0,1.393
emanuele mancini,Emanuele Mancini,1,0.0,0.0
riccardo panarese,Riccardo Panarese,1,6.0,1.393
giuseppe strippoli,Giuseppe Strippoli,1,1.0,0.232
lorenzo bertani,Lorenzo Bertani,1,6.0,1.393
andrea zingarelli,Andrea Zingarelli,1,8.0,1.857
evgeni khomchenko glukhovskiy,Evgeni Khomchenko-Glukhovskiy,1,3.0,0.696
vitali faustov,Vitali Faustov,1,1.0,0.232
eduardo rodriguez garcia,Eduardo Rodríguez García,1,2.0,0.464
alain kevin garcia martin,Alain Kevin García Martín,1,7.0,1.625
inaki saez de adana oribe,Iñaki Saez de Adana Oribe,1,0.0,0.0
steve finch,Steve Finch,1,3.0,0.696
andrey yudin,Andrey Yudin,1,3.0,0.696
giampaolo mantelli,Giampaolo Mantelli,1,6.0,1.393
bastien courbet,Bastien Courbet,1,3.0,0.696
johan eriksson,Johan Eriksson,1,2.0,0.464
alvaro alonso prendes,Álvaro Alonso Prendes,1,3.0,0.696
sergio espasandin cores,Sergio Espasandín Cores,1,2.0,0.464
michail antipariotis,Michail Antipariotis,1,5.0,1.161
maykel kampman,Maykel Kampman,1,2.0,0.464
gert keijl,Gert Keijl,1,3.0,0.696
bas annegarn,Bas Annegarn,1,0.0,0.0
stephen ross,Stephen Ross,1,3.0,0.696
antonio godinho,António Godinho,1,4.0,0.928
roberto garcia orozco,Roberto García Orozco,1,0.0,0.0
aaron hernandez,Aaron Hernandez,1,5.0,1.161
jaime sanchez,Jaime Sánchez,1,4.0,0.928
catalin manea,Catalin Manea,1,5.0,1.161
marcel te hennepe,Marcel te Hennepe,1,4.0,0.928
rob wassink,Rob Wassink,1,8.0,1.857
thomas isen,Thomas Isen,1,0.0,0.0
aleksandar vasic,Aleksandar Vasic,1,1.0,0.232
ildar godunov,Ildar Godunov,1,2.0,0.464
dmytro denysiuk,Dmytro Denysiuk,1,6.0,1.393
alessandro chindemi,Alessandro Chindemi,1,2.0,0.464
matteo proietti,Matteo Proietti,1,1.0,0.232
davide andreini,Davide Andreini,1,2.0,0.464
humberto teixeira,Humberto Teixeira,1,5.0,1.161
noureddine el jaafari,Noureddine El Jaafari,1,4.0,0.928
antonello balice,Antonello Balice,1,3.0,0.696
maurice paarhuis,Maurice Paarhuis,1,0.0,0.0
dave de vries,Dave de Vries,1,4.0,0.928
alejandro sanchez alba,Alejandro Sánchez Alba,1,8.0,1.857
pere barcelo roca,Pere Barceló Roca,1,5.0,1.161
mohamed massat,Mohamed Massat,1,2.0,0.464
francisco miralles selma,Francisco Miralles Selma,1,7.0,1.625
esad deronjic,Esad Deronjic,1,2.0,0.464
tinna hoj christensen,Tinna Höj Christensen,1,1.0,0.232
xabier gomez landazabal,Xabier Gómez Landazabal,1,7.0,1.625
angelos adamopoulos,Angelos Adamopoulos,1,5.0,1.161
emmanouil kyritsis,Emmanouil Kyritsis,1,6.0,1.393
alan dale,Alan Dale,1,7.0,1.625
gehad grisha,Gehad Grisha,1,4.0,0.928
johann pfeifer,Johann Pfeifer,1,4.0,0.928
catalin gaman,Catalin Gaman,1,2.0,0.464
simon rosenlund,Simon Rosenlund,1,6.0,1.393
steen jensen,Steen Jensen,1,2.0,0.464
anders foght,Anders Foght,1,2.0,0.464
andriy kholyavko,Andriy Kholyavko,1,7.0,1.625
yuri karpov,Yuri Karpov,1,4.0,0.928
evgeni bulanov,Evgeni Bulanov,1,7.0,1.625
vitali doroshenko,Vitali Doroshenko,1,3.0,0.696
oleg buyashov,Oleg Buyashov,1,5.0,1.161
nicolo cipriani,Nicolò Cipriani,1,2.0,0.464
mario vigile,Mario Vigile,1,4.0,0.928
luigi carella,Luigi Carella,1,3.0,0.696
davide curti,Davide Curti,1,5.0,1.161
fabio pasciuta,Fabio Pasciuta,1,6.0,1.393
marco d'ascanio,Marco D'Ascanio,1,2.0,0.464
davide miele,Davide Miele,1,5.0,1.161
stefano lorenzin,Stefano Lorenzin,1,1.0,0.232
alessandro meleleo,Alessandro Meleleo,1,2.0,0.464
riccardo annaloro,Riccardo Annaloro,1,2.0,0.464
jose manuel rodrigues,José Manuel Rodrigues,1,0.0,0.0
marco cruz,Marco Cruz,1,0.0,0.0
viktor sinyakov,Viktor Sinyakov,1,2.0,0.464
jose joaquin gallego gambin,José Joaquín Gallego Gambin,1,11.0,2.553
harold van de ketterij,Harold van de Ketterij,1,7.0,1.625
alberto gonzalez hernandez,Alberto González Hernández,1,0.0,0.0
jose antonio fernandez rodriguez,José Antonio Fernández Rodríguez,1,6.0,1.393
spyros zabalas,Spyros Zabalas,1,7.0,1.625
ivan munoz perez,Iván Muñoz Pérez,1,5.0,1.161
francisco saez vital,Francisco Sáez Vital,1,5.0,1.161
lampros bekiaris,Lampros Bekiaris,1,5.0,1.161
savvas sidiropoulos,Savvas Sidiropoulos,1,3.0,0.696
spyros kolytas,Spyros Kolytas,1,5.0,1.161
lopez munoz luis,López Muñoz Luis,1,8.0,1.857
duncan smith,Duncan Smith,1,7.0,1.625
richard hulme,Richard Hulme,1,2.0,0.464
alain georges,Alain Georges,1,3.0,0.696
ryuji sato,Ryuji Sato,1,5.0,1.161
bamlak tessema,Bamlak Tessema,1,6.0,1.393
dimitrios tatsis,Dimitrios Tatsis,1,2.0,0.464
spyros liaros,Spyros Liaros,1,2.0,0.464
stefanos dimitriadis,Stefanos Dimitriadis,1,4.0,0.928
giannis kalogeropoulos,Giannis Kalogeropoulos,1,2.0,0.464
georgios georgitsopoulos,Georgios Georgitsopoulos,1,3.0,0.696
dionysis stolis,Dionysis Stolis,1,4.0,0.928
periklis parcharidis,Periklis Parcharidis,1,7.0,1.625
jonas weickenmeier,Jonas Weickenmeier,1,4.0,0.928
pascal muller,Pascal Müller,1,4.0,0.928
anthony ustaritz,Anthony Ustaritz,1,3.0,0.696
andre castro,André Castro,1,7.0,1.625
mikael jensen,Mikael Jensen,1,1.0,0.232
michele di cairano,Michele Di Cairano,1,3.0,0.696
marco ricci,Marco Ricci,1,3.0,0.696
giuseppe emanuele repace,Giuseppe Emanuele Repace,1,3.0,0.696
claudio panettella,Claudio Panettella,1,4.0,0.928
alessandro di graci,Alessandro Di Graci,1,7.0,1.625
enrico maggio,Enrico Maggio,1,1.0,0.232
francesco luciani,Francesco Luciani,1,6.0,1.393
francesco carrione,Francesco Carrione,1,0.0,0.0
sajmir kumara,Sajmir Kumara,1,2.0,0.464
remco schul,Remco Schul,1,3.0,0.696
andriy ryzhyi,Andriy Ryzhyi,1,8.0,1.857
taras panasyuk,Taras Panasyuk,1,0.0,0.0
kateryna zora,Kateryna Zora,1,8.0,1.857
igor gorban,Igor Gorban,1,6.0,1.393
georgios takidis,Georgios Takidis,1,9.0,2.089
michail michoulias,Michail Michoulias,1,3.0,0.696
vasilios polychroniou,Vasilios Polychroniou,1,3.0,0.696
marios syntoris,Marios Syntoris,1,3.0,0.696
konstantinos kalamaris,Konstantinos Kalamaris,1,10.0,2.321
dimitrios chouliaras,Dimitrios Chouliaras,1,4.0,0.928
alexandros fokas,Alexandros Fokas,1,0.0,0.0
nikolaos avgerinos,Nikolaos Avgerinos,1,5.0,1.161
michail tampouratzis,Michail Tampouratzis,1,4.0,0.928
patrick stiller,Patrick Stiller,1,8.0,1.857
nikolaos papakonstantinou,Nikolaos Papakonstantinou,1,2.0,0.464
bart misiak,Bart Misiak,1,3.0,0.696
leonidas tzovas,Leonidas Tzovas,1,5.0,1.161
mattia pascarella,Mattia Pascarella,1,2.0,0.464
dimitrios theocharis,Dimitrios Theocharis,1,6.0,1.393
panagiotis kaddas,Panagiotis Kaddas,1,8.0,1.857
panagiotis tsopoulidis,Panagiotis Tsopoulidis,1,0.0,0.0
efstratios macheras,Efstratios Macheras,1,7.0,1.625
apostolos tzoumalakis,Apostolos Tzoumalakis,1,10.0,2.321
jordan paterson,Jordan Paterson,1,3.0,0.696
juan pastor fernandez,Juan Pastor Fernández,1,2.0,0.464
david pereira ferreiro,David Pereira Ferreiro,1,8.0,1.857
david perez garcia,David Pérez García,1,8.0,1.857
joan masip vidal,Joan Masip Vidal,1,8.0,1.857
byron andres morales veliz,Byron Andrés Morales Véliz,1,11.0,2.553
hugo vaca nunez,Hugo Vaca Núñez,1,5.0,1.161
jose daniel duran garcia,José Daniel Durán García,1,4.0,0.928
alberto sanchez ingidua,Alberto Sánchez Ingidua,1,4.0,0.928
joe hull,Joe Hull,1,0.0,0.0
savvas yianni,Savvas Yianni,1,0.0,0.0
alberto gomez lameiro,Alberto Gómez Lameiro,1,6.0,1.393
alvaro varon aceiton,Álvaro Varón Aceitón,1,10.0,2.321
marcos latorre gracia,Marcos Latorre Gracia,1,9.0,2.089
david jesus pinto herrera,David Jesús Pinto Herrera,1,5.0,1.161
kevin javier moreno munoz,Kevin Javier Moreno Muñoz,1,3.0,0.696
saiz perez,Saiz Pérez,1,9.0,2.089
abdelkader zitouni,Abdelkader Zitouni,1,1.0,0.232
vasili tikhonov,Vasili Tikhonov,1,5.0,1.161
vladimir babaev,Vladimir Babaev,1,4.0,0.928
yuri adilyev,Yuri Adilyev,1,9.0,2.089
jorn te kloeze,Jörn te Kloeze,1,0.0,0.0
pavel rejzek,Pavel Rejzek,1,3.0,0.696
anastasia pustovoytova,Anastasia Pustovoytova,1,3.0,0.696
arman ismuratov,Arman Ismuratov,1,5.0,1.161
milos djordjic,Milos Djordjic,1,6.0,1.393
nicklas hovgaard lassen,Nicklas Hovgaard Lassen,1,2.0,0.464
christian berthel,Christian Berthel,1,1.0,0.232
oleg zlygostev,Oleg Zlygostev,1,9.0,2.089
sergey khudorozhkov,Sergey Khudorozhkov,1,6.0,1.393
aleksey pchelintsev,Aleksey Pchelintsev,1,6.0,1.393
kirill chernyi,Kirill Chernyi,1,4.0,0.928
nicolai mossing madsen,Nicolai Mossing Madsen,1,4.0,0.928
maria marotta,Maria Marotta,1,1.0,0.232
ilias papadopoulos,Ilias Papadopoulos,1,4.0,0.928
borja guijarro colomer,Borja Guijarro Colomer,1,3.0,0.696
alfonso ros gomez,Alfonso Ros Gómez,1,7.0,1.625
salvador alcaraz yanez,Salvador Alcaraz Yáñez,1,10.0,2.321
jorge gonzalez sanchez,Jorge González Sánchez,1,2.0,0.464
cristian sanchez moraga,Cristian Sánchez Moraga,1,6.0,1.393
jon ander azkuenaga astorkiza,Jon Ander Azkuenaga Astorkiza,1,8.0,1.857
david richardson,David Richardson,1,3.0,0.696
david iglesias gutierrez,David Iglesias Gutiérrez,1,2.0,0.464
alexandre lopez vila,Alexandre López Vila,1,3.0,0.696
sergio del rio lozano,Sergio Del Rio Lozano,1,4.0,0.928
alejandro patino alvarez,Alejandro Patiño Álvarez,1,12.0,2.785
craig wilson,Craig Wilson,1,1.0,0.232
jonathan gall,Jonathan Gall,1,2.0,0.464
john stewart,John Stewart,1,0.0,0.0
liam duncan,Liam Duncan,1,0.0,0.0
chris mcnab,Chris McNab,1,4.0,0.928
filippo mazzoni,Filippo Mazzoni,1,3.0,0.696
maguette n'diaye,Maguette N'Diaye,1,3.0,0.696
haris kaljanac,Haris Kaljanac,1,7.0,1.625
mileta scepanovic,Mileta Scepanovic,1,8.0,1.857
mathew mclaughlin,Mathew McLaughlin,1,5.0,1.161
mitja stegemann,Mitja Stegemann,1,7.0,1.625
eric muller,Eric Müller,1,4.0,0.928
andriy shandor,Andriy Shandor,1,6.0,1.393
dmitriy akulinin,Dmitriy Akulinin,1,5.0,1.161
maksim pchelintsev,Maksim Pchelintsev,1,8.0,1.857
vitali evdokimov,Vitali Evdokimov,1,1.0,0.232
aleksandr kryukov,Aleksandr Kryukov,1,3.0,0.696
adem cinek,Adem Cinek,1,2.0,0.464
yuri dedov,Yuri Dedov,1,8.0,1.857
oleg lapishko,Oleg Lapishko,1,3.0,0.696
rui lima,Rui Lima,1,3.0,0.696
jacob gerner rasmussen,Jacob Gerner-Rasmussen,1,5.0,1.161
magnus tvilling rasmussen,Magnus Tvilling Rasmussen,1,0.0,0.0
audry munanira,Audry Munanira,1,2.0,0.464
inna vakulko,Inna Vakulko,1,6.0,1.393
oleksandr khamkhodera,Oleksandr Khamkhodera,1,3.0,0.696
dinis gorjao,Dinis Gorjão,1,6.0,1.393
denys fedan,Denys Fedan,1,4.0,0.928
andy taylor,Andy Taylor,1,4.0,0.928
ross anderson,Ross Anderson,1,5.0,1.161
barry dickson,Barry Dickson,1,4.0,0.928
georgios tsagarakis,Georgios Tsagarakis,1,0.0,0.0
christos krasagakis,Christos Krasagakis,1,0.0,0.0
stephen gill,Stephen Gill,1,8.0,1.857
georgios meltzanidis,Georgios Meltzanidis,1,5.0,1.161
alejandro lucena perdomo,Alejandro Lucena Perdomo,1,11.0,2.553
jose david martinez montalban,José David Martínez Montalbán,1,8.0,1.857
anders randrup,Anders Randrup,1,1.0,0.232
mike czuba,Mike Czuba,1,0.0,0.0
andreas thoustrup,Andreas Thoustrup,1,0.0,0.0
marina krupskaya,Marina Krupskaya,1,7.0,1.625
bogdan golovko,Bogdan Golovko,1,8.0,1.857
dmitri prokopov,Dmitri Prokopov,1,4.0,0.928
martin bodker jensen,Martin Bödker Jensen,1,0.0,0.0
petros koukourakis,Petros Koukourakis,1,0.0,0.0
rafail stavroulakis,Rafail Stavroulakis,1,6.0,1.393
pelayo quiros perez,Pelayo Quirós Pérez,1,2.0,0.464
alejandro fernandez rodriguez,Alejandro Fernández Rodríguez,1,2.0,0.464
javier fernandez santesteban,Javier Fernández Santesteban,1,7.0,1.625
rodrigo sanchez murcia,Rodrigo Sánchez Murcia,1,2.0,0.464
andres nadal avellanas,Andrés Nadal Avellanas,1,6.0,1.393
salvador carrillo garcia,Salvador Carrillo García,1,6.0,1.393
pablo pardos matamoros,Pablo Pardos Matamoros,1,4.0,0.928
juan jose huertas marques,Juan José Huertas Marqués,1,11.0,2.553
miguel gomez blazquez,Miguel Gómez Blázquez,1,2.0,0.464
carlos calderina pavon,Carlos Calderiña Pavón,1,4.0,0.928
fulgencio madrid martinez,Fulgencio Madrid Martínez,1,12.0,2.785
paul johnson,Paul Johnson,1,6.0,1.393
flavio lima,Flávio Lima,1,5.0,1.161
andriy nyzola,Andriy Nyzola,1,2.0,0.464
stanyslav marulyn,Stanyslav Marulyn,1,6.0,1.393
abdullah jamali,Abdullah Jamali,1,3.0,0.696
mohanad qasim,Mohanad Qasim,1,6.0,1.393
adel ali al naqbi,Adel Ali Al-Naqbi,1,2.0,0.464
sivakorn pu udom,Sivakorn Pu-udom,1,4.0,0.928
muhammad taqi al jaafari,Muhammad Taqi Al-Jaafari,1,3.0,0.696
hanna hattab,Hanna Hattab,1,2.0,0.464
sadullo gulmurodi,Sadullo Gulmurodi,1,4.0,0.928
khamis mohammed al marri,Khamis Mohammed Al-Marri,1,5.0,1.161
omar mohamed al ali,Omar Mohamed Al-Ali,1,2.0,0.464
adham makhadmeh,Adham Makhadmeh,1,5.0,1.161
mooud bonyadifar,Mooud Bonyadifar,1,1.0,0.232
patrick kessel,Patrick Kessel,1,2.0,0.464
jovan kacevski,Jovan Kacevski,1,4.0,0.928
mickael leleu,Mickaël Leleu,1,3.0,0.696
andreas lindegaard halkjaer,Andreas Lindegaard Halkjaer,1,9.0,2.089
joao pedro morte,João Pedro Morte,1,7.0,1.625
dmitri kraynov,Dmitri Kraynov,1,2.0,0.464
vitaliy solovyov,Vitaliy Solovyov,1,13.0,3.017
franklin berg,Franklin Berg,1,4.0,0.928
marijn pijnenburg,Marijn Pijnenburg,1,0.0,0.0
nick ooms,Nick Ooms,1,0.0,0.0
stefan van egmond,Stefan van Egmond,1,1.0,0.232
luc baars,Luc Baars,1,9.0,2.089
flavio azevedo duarte,Flávio Azevedo Duarte,1,5.0,1.161
anastasios tsilikas,Anastasios Tsilikas,1,5.0,1.161
dimitrios chatzipanagiotou,Dimitrios Chatzipanagiotou,1,5.0,1.161
georgios tasiopoulos,Georgios Tasiopoulos,1,3.0,0.696
dimos tzamos,Dimos Tzamos,1,4.0,0.928
alexandra deligianni,Alexandra Deligianni,1,3.0,0.696
grigoris rigopoulos,Grigoris Rigopoulos,1,0.0,0.0
panagiotis tsioris,Panagiotis Tsioris,1,8.0,1.857
charalampos petropoulos,Charalampos Petropoulos,1,3.0,0.696
emmanouil samiotakis,Emmanouil Samiotakis,1,9.0,2.089
nontas kolorizos,Nontas Kolorizos,1,0.0,0.0
vasilios misailidis,Vasilios Misailidis,1,4.0,0.928
svend funder kristensen,Svend Funder-Kristensen,1,2.0,0.464
stuart broadfoot,Stuart Broadfoot,1,2.0,0.464
evgeni galimov,Evgeni Galimov,1,2.0,0.464
sotirios petsas,Sotirios Petsas,1,4.0,0.928
spyros kazanas,Spyros Kazanas,1,7.0,1.625
athanasios zacharopoulos,Athanasios Zacharopoulos,1,10.0,2.321
dimitrios vartsakis,Dimitrios Vartsakis,1,8.0,1.857
giannis prantalos,Giannis Prantalos,1,3.0,0.696
vasilios lamprou,Vasilios Lamprou,1,6.0,1.393
jihad ezat,Jihad Ezat,1,2.0,0.464
konstantinos pagonis,Konstantinos Pagonis,1,3.0,0.696
nikolaos georgopoulos,Nikolaos Georgopoulos,1,4.0,0.928
georgios alatsakis,Georgios Alatsakis,1,10.0,2.321
mihaita marius haghiac,Mihaita Marius Haghiac,1,10.0,2.321
usama sebti mohtar,Usama Sebti Mohtar,1,4.0,0.928
pablo monterrubio torres,Pablo Monterrubio Torres,1,5.0,1.161
abraham dominguez cervantes,Abraham Domínguez Cervantes,1,6.0,1.393
fernando moreno osuna,Fernando Moreno Osuna,1,3.0,0.696
volodymyr golovko,Volodymyr Golovko,1,6.0,1.393
dean watson,Dean Watson,1,1.0,0.232
gary parsons,Gary Parsons,1,5.0,1.161
martin speckner,Martin Speckner,1,5.0,1.161
sebastian jarzebak,Sebastian Jarzebak,1,4.0,0.928
rustam omarov,Rustam Omarov,1,8.0,1.857
tobias thies,Tobias Thies,1,5.0,1.161
adam trska,Adam Trska,1,7.0,1.625
grzegorz kawalko,Grzegorz Kawalko,1,4.0,0.928
jacek malyszek,Jacek Malyszek,1,3.0,0.696
daniel kuhn christiansen,Daniel Kühn Christiansen,1,5.0,1.161
lucas lykkegaard,Lucas Lykkegaard,1,0.0,0.0
